original_filename,augmented_filename,augmentation_type,parameters
0000077_03026_d_0000008.jpg,0000077_03026_d_0000008_bright.jpg,bright,"{'alpha': 1.25, 'beta': 30}"
0000077_03026_d_0000008.jpg,0000077_03026_d_0000008_lowcontrast.jpg,lowcontrast,"{'alpha': 0.48, 'mean': np.float64(137.37)}"
0000077_03026_d_0000008.jpg,0000077_03026_d_0000008_noise.jpg,noise,{'sigma': 9}
0000077_03459_d_0000009.jpg,0000077_03459_d_0000009_original.jpg,original,{}
0000077_03459_d_0000009.jpg,0000077_03459_d_0000009_blur.jpg,blur,{'kernel_size': 7}
0000077_03459_d_0000009.jpg,0000077_03459_d_0000009_dark.jpg,dark,"{'alpha': 0.82, 'beta': -11}"
0000077_03459_d_0000009.jpg,0000077_03459_d_0000009_bright.jpg,bright,"{'alpha': 1.47, 'beta': 26}"
0000077_03459_d_0000009.jpg,0000077_03459_d_0000009_lowcontrast.jpg,lowcontrast,"{'alpha': 0.68, 'mean': np.float64(127.1)}"
0000077_03459_d_0000009.jpg,0000077_03459_d_0000009_noise.jpg,noise,{'sigma': 7}
0000077_03970_d_0000010.jpg,0000077_03970_d_0000010_original.jpg,original,{}
0000077_03970_d_0000010.jpg,0000077_03970_d_0000010_blur.jpg,blur,{'kernel_size': 15}
0000077_03970_d_0000010.jpg,0000077_03970_d_0000010_dark.jpg,dark,"{'alpha': 0.68, 'beta': -17}"
0000077_03970_d_0000010.jpg,0000077_03970_d_0000010_bright.jpg,bright,"{'alpha': 1.4, 'beta': 29}"
0000077_03970_d_0000010.jpg,0000077_03970_d_0000010_lowcontrast.jpg,lowcontrast,"{'alpha': 0.41, 'mean': np.float64(133.93)}"
0000077_03970_d_0000010.jpg,0000077_03970_d_0000010_noise.jpg,noise,{'sigma': 8}
0000077_04434_d_0000011.jpg,0000077_04434_d_0000011_original.jpg,original,{}
0000077_04434_d_0000011.jpg,0000077_04434_d_0000011_blur.jpg,blur,{'kernel_size': 17}
0000077_04434_d_0000011.jpg,0000077_04434_d_0000011_dark.jpg,dark,"{'alpha': 0.7, 'beta': -12}"
0000077_04434_d_0000011.jpg,0000077_04434_d_0000011_bright.jpg,bright,"{'alpha': 1.3, 'beta': 36}"
0000077_04434_d_0000011.jpg,0000077_04434_d_0000011_lowcontrast.jpg,lowcontrast,"{'alpha': 0.66, 'mean': np.float64(126.92)}"
0000077_04434_d_0000011.jpg,0000077_04434_d_0000011_noise.jpg,noise,{'sigma': 5}
0000088_00131_d_0000001.jpg,0000088_00131_d_0000001_original.jpg,original,{}
0000088_00131_d_0000001.jpg,0000088_00131_d_0000001_blur.jpg,blur,{'kernel_size': 9}
0000088_00131_d_0000001.jpg,0000088_00131_d_0000001_dark.jpg,dark,"{'alpha': 0.81, 'beta': -12}"
0000088_00131_d_0000001.jpg,0000088_00131_d_0000001_bright.jpg,bright,"{'alpha': 1.12, 'beta': 41}"
0000088_00131_d_0000001.jpg,0000088_00131_d_0000001_lowcontrast.jpg,lowcontrast,"{'alpha': 0.61, 'mean': np.float64(104.02)}"
0000088_00131_d_0000001.jpg,0000088_00131_d_0000001_noise.jpg,noise,{'sigma': 9}
0000088_00460_d_0000002.jpg,0000088_00460_d_0000002_original.jpg,original,{}
0000088_00460_d_0000002.jpg,0000088_00460_d_0000002_blur.jpg,blur,{'kernel_size': 11}
0000088_00460_d_0000002.jpg,0000088_00460_d_0000002_dark.jpg,dark,"{'alpha': 0.84, 'beta': -7}"
0000088_00460_d_0000002.jpg,0000088_00460_d_0000002_bright.jpg,bright,"{'alpha': 1.32, 'beta': 27}"
0000088_00460_d_0000002.jpg,0000088_00460_d_0000002_lowcontrast.jpg,lowcontrast,"{'alpha': 0.33, 'mean': np.float64(108.95)}"
0000088_00460_d_0000002.jpg,0000088_00460_d_0000002_noise.jpg,noise,{'sigma': 7}
0000088_00883_d_0000003.jpg,0000088_00883_d_0000003_original.jpg,original,{}
0000088_00883_d_0000003.jpg,0000088_00883_d_0000003_blur.jpg,blur,{'kernel_size': 7}
0000088_00883_d_0000003.jpg,0000088_00883_d_0000003_dark.jpg,dark,"{'alpha': 0.86, 'beta': -16}"
0000088_00883_d_0000003.jpg,0000088_00883_d_0000003_bright.jpg,bright,"{'alpha': 1.27, 'beta': 22}"
0000088_00883_d_0000003.jpg,0000088_00883_d_0000003_lowcontrast.jpg,lowcontrast,"{'alpha': 0.42, 'mean': np.float64(108.06)}"
0000088_00883_d_0000003.jpg,0000088_00883_d_0000003_noise.jpg,noise,{'sigma': 5}
0000088_01675_d_0000005.jpg,0000088_01675_d_0000005_original.jpg,original,{}
0000088_01675_d_0000005.jpg,0000088_01675_d_0000005_blur.jpg,blur,{'kernel_size': 17}
0000088_01675_d_0000005.jpg,0000088_01675_d_0000005_dark.jpg,dark,"{'alpha': 0.7, 'beta': -13}"
0000088_01675_d_0000005.jpg,0000088_01675_d_0000005_bright.jpg,bright,"{'alpha': 1.37, 'beta': 42}"
0000088_01675_d_0000005.jpg,0000088_01675_d_0000005_lowcontrast.jpg,lowcontrast,"{'alpha': 0.61, 'mean': np.float64(103.83)}"
0000088_01675_d_0000005.jpg,0000088_01675_d_0000005_noise.jpg,noise,{'sigma': 11}
0000097_00023_d_0000022.jpg,0000097_00023_d_0000022_original.jpg,original,{}
0000097_00023_d_0000022.jpg,0000097_00023_d_0000022_blur.jpg,blur,{'kernel_size': 11}
0000097_00023_d_0000022.jpg,0000097_00023_d_0000022_dark.jpg,dark,"{'alpha': 0.88, 'beta': -13}"
0000097_00023_d_0000022.jpg,0000097_00023_d_0000022_bright.jpg,bright,"{'alpha': 1.45, 'beta': 71}"
0000097_00023_d_0000022.jpg,0000097_00023_d_0000022_lowcontrast.jpg,lowcontrast,"{'alpha': 0.62, 'mean': np.float64(105.29)}"
0000097_00023_d_0000022.jpg,0000097_00023_d_0000022_noise.jpg,noise,{'sigma': 11}
0000097_03343_d_0000032.jpg,0000097_03343_d_0000032_original.jpg,original,{}
0000097_03343_d_0000032.jpg,0000097_03343_d_0000032_blur.jpg,blur,{'kernel_size': 7}
0000097_03343_d_0000032.jpg,0000097_03343_d_0000032_dark.jpg,dark,"{'alpha': 0.69, 'beta': -10}"
0000097_03343_d_0000032.jpg,0000097_03343_d_0000032_bright.jpg,bright,"{'alpha': 1.41, 'beta': 46}"
0000097_03343_d_0000032.jpg,0000097_03343_d_0000032_lowcontrast.jpg,lowcontrast,"{'alpha': 0.62, 'mean': np.float64(103.94)}"
0000097_03343_d_0000032.jpg,0000097_03343_d_0000032_noise.jpg,noise,{'sigma': 8}
0000097_03806_d_0000033.jpg,0000097_03806_d_0000033_original.jpg,original,{}
0000097_03806_d_0000033.jpg,0000097_03806_d_0000033_blur.jpg,blur,{'kernel_size': 15}
0000097_03806_d_0000033.jpg,0000097_03806_d_0000033_dark.jpg,dark,"{'alpha': 0.69, 'beta': -17}"
0000097_03806_d_0000033.jpg,0000097_03806_d_0000033_bright.jpg,bright,"{'alpha': 1.25, 'beta': 22}"
0000097_03806_d_0000033.jpg,0000097_03806_d_0000033_lowcontrast.jpg,lowcontrast,"{'alpha': 0.64, 'mean': np.float64(108.02)}"
0000097_03806_d_0000033.jpg,0000097_03806_d_0000033_noise.jpg,noise,{'sigma': 8}
0000097_04301_d_0000034.jpg,0000097_04301_d_0000034_original.jpg,original,{}
0000097_04301_d_0000034.jpg,0000097_04301_d_0000034_blur.jpg,blur,{'kernel_size': 13}
0000097_04301_d_0000034.jpg,0000097_04301_d_0000034_dark.jpg,dark,"{'alpha': 0.85, 'beta': -6}"
0000097_04301_d_0000034.jpg,0000097_04301_d_0000034_bright.jpg,bright,"{'alpha': 1.24, 'beta': 72}"
0000097_04301_d_0000034.jpg,0000097_04301_d_0000034_lowcontrast.jpg,lowcontrast,"{'alpha': 0.62, 'mean': np.float64(112.78)}"
0000097_04301_d_0000034.jpg,0000097_04301_d_0000034_noise.jpg,noise,{'sigma': 8}
0000097_04611_d_0000035.jpg,0000097_04611_d_0000035_original.jpg,original,{}
0000097_04611_d_0000035.jpg,0000097_04611_d_0000035_blur.jpg,blur,{'kernel_size': 13}
0000097_04611_d_0000035.jpg,0000097_04611_d_0000035_dark.jpg,dark,"{'alpha': 0.66, 'beta': -14}"
0000097_04611_d_0000035.jpg,0000097_04611_d_0000035_bright.jpg,bright,"{'alpha': 1.26, 'beta': 37}"
0000097_04611_d_0000035.jpg,0000097_04611_d_0000035_lowcontrast.jpg,lowcontrast,"{'alpha': 0.65, 'mean': np.float64(116.59)}"
0000097_04611_d_0000035.jpg,0000097_04611_d_0000035_noise.jpg,noise,{'sigma': 9}
0000097_04848_d_0000036.jpg,0000097_04848_d_0000036_original.jpg,original,{}
0000097_04848_d_0000036.jpg,0000097_04848_d_0000036_blur.jpg,blur,{'kernel_size': 17}
0000097_04848_d_0000036.jpg,0000097_04848_d_0000036_dark.jpg,dark,"{'alpha': 0.81, 'beta': -8}"
0000097_04848_d_0000036.jpg,0000097_04848_d_0000036_bright.jpg,bright,"{'alpha': 1.37, 'beta': 73}"
0000097_04848_d_0000036.jpg,0000097_04848_d_0000036_lowcontrast.jpg,lowcontrast,"{'alpha': 0.51, 'mean': np.float64(112.49)}"
0000097_04848_d_0000036.jpg,0000097_04848_d_0000036_noise.jpg,noise,{'sigma': 5}
0000097_04961_d_0000037.jpg,0000097_04961_d_0000037_original.jpg,original,{}
0000097_04961_d_0000037.jpg,0000097_04961_d_0000037_blur.jpg,blur,{'kernel_size': 9}
0000097_04961_d_0000037.jpg,0000097_04961_d_0000037_dark.jpg,dark,"{'alpha': 0.87, 'beta': -12}"
0000097_04961_d_0000037.jpg,0000097_04961_d_0000037_bright.jpg,bright,"{'alpha': 1.17, 'beta': 36}"
0000097_04961_d_0000037.jpg,0000097_04961_d_0000037_lowcontrast.jpg,lowcontrast,"{'alpha': 0.32, 'mean': np.float64(113.17)}"
0000097_04961_d_0000037.jpg,0000097_04961_d_0000037_noise.jpg,noise,{'sigma': 11}
0000097_05509_d_0000039.jpg,0000097_05509_d_0000039_original.jpg,original,{}
0000097_05509_d_0000039.jpg,0000097_05509_d_0000039_blur.jpg,blur,{'kernel_size': 17}
0000097_05509_d_0000039.jpg,0000097_05509_d_0000039_dark.jpg,dark,"{'alpha': 0.83, 'beta': -10}"
0000097_05509_d_0000039.jpg,0000097_05509_d_0000039_bright.jpg,bright,"{'alpha': 1.27, 'beta': 52}"
0000097_05509_d_0000039.jpg,0000097_05509_d_0000039_lowcontrast.jpg,lowcontrast,"{'alpha': 0.35, 'mean': np.float64(115.41)}"
0000097_05509_d_0000039.jpg,0000097_05509_d_0000039_noise.jpg,noise,{'sigma': 8}
0000097_05867_d_0000040.jpg,0000097_05867_d_0000040_original.jpg,original,{}
0000097_05867_d_0000040.jpg,0000097_05867_d_0000040_blur.jpg,blur,{'kernel_size': 15}
0000097_05867_d_0000040.jpg,0000097_05867_d_0000040_dark.jpg,dark,"{'alpha': 0.66, 'beta': -7}"
0000097_05867_d_0000040.jpg,0000097_05867_d_0000040_bright.jpg,bright,"{'alpha': 1.1, 'beta': 79}"
0000097_05867_d_0000040.jpg,0000097_05867_d_0000040_lowcontrast.jpg,lowcontrast,"{'alpha': 0.62, 'mean': np.float64(106.12)}"
0000097_05867_d_0000040.jpg,0000097_05867_d_0000040_noise.jpg,noise,{'sigma': 8}
0000097_06366_d_0000041.jpg,0000097_06366_d_0000041_original.jpg,original,{}
0000097_06366_d_0000041.jpg,0000097_06366_d_0000041_blur.jpg,blur,{'kernel_size': 17}
0000097_06366_d_0000041.jpg,0000097_06366_d_0000041_dark.jpg,dark,"{'alpha': 0.76, 'beta': -10}"
0000097_06366_d_0000041.jpg,0000097_06366_d_0000041_bright.jpg,bright,"{'alpha': 1.35, 'beta': 62}"
0000097_06366_d_0000041.jpg,0000097_06366_d_0000041_lowcontrast.jpg,lowcontrast,"{'alpha': 0.64, 'mean': np.float64(116.49)}"
0000097_06366_d_0000041.jpg,0000097_06366_d_0000041_noise.jpg,noise,{'sigma': 9}
0000097_06766_d_0000042.jpg,0000097_06766_d_0000042_original.jpg,original,{}
0000097_06766_d_0000042.jpg,0000097_06766_d_0000042_blur.jpg,blur,{'kernel_size': 15}
0000097_06766_d_0000042.jpg,0000097_06766_d_0000042_dark.jpg,dark,"{'alpha': 0.82, 'beta': -10}"
0000097_06766_d_0000042.jpg,0000097_06766_d_0000042_bright.jpg,bright,"{'alpha': 1.26, 'beta': 38}"
0000097_06766_d_0000042.jpg,0000097_06766_d_0000042_lowcontrast.jpg,lowcontrast,"{'alpha': 0.52, 'mean': np.float64(113.57)}"
0000097_06766_d_0000042.jpg,0000097_06766_d_0000042_noise.jpg,noise,{'sigma': 8}
0000097_07764_d_0000044.jpg,0000097_07764_d_0000044_original.jpg,original,{}
0000097_07764_d_0000044.jpg,0000097_07764_d_0000044_blur.jpg,blur,{'kernel_size': 19}
0000097_07764_d_0000044.jpg,0000097_07764_d_0000044_dark.jpg,dark,"{'alpha': 0.82, 'beta': -8}"
0000097_07764_d_0000044.jpg,0000097_07764_d_0000044_bright.jpg,bright,"{'alpha': 1.37, 'beta': 77}"
0000097_07764_d_0000044.jpg,0000097_07764_d_0000044_lowcontrast.jpg,lowcontrast,"{'alpha': 0.37, 'mean': np.float64(104.54)}"
0000097_07764_d_0000044.jpg,0000097_07764_d_0000044_noise.jpg,noise,{'sigma': 9}
0000097_08251_d_0000045.jpg,0000097_08251_d_0000045_original.jpg,original,{}
0000097_08251_d_0000045.jpg,0000097_08251_d_0000045_blur.jpg,blur,{'kernel_size': 19}
0000097_08251_d_0000045.jpg,0000097_08251_d_0000045_dark.jpg,dark,"{'alpha': 0.79, 'beta': -20}"
0000097_08251_d_0000045.jpg,0000097_08251_d_0000045_bright.jpg,bright,"{'alpha': 1.22, 'beta': 33}"
0000097_08251_d_0000045.jpg,0000097_08251_d_0000045_lowcontrast.jpg,lowcontrast,"{'alpha': 0.47, 'mean': np.float64(107.05)}"
0000097_08251_d_0000045.jpg,0000097_08251_d_0000045_noise.jpg,noise,{'sigma': 10}
0000097_08351_d_0000046.jpg,0000097_08351_d_0000046_original.jpg,original,{}
0000097_08351_d_0000046.jpg,0000097_08351_d_0000046_blur.jpg,blur,{'kernel_size': 21}
0000097_08351_d_0000046.jpg,0000097_08351_d_0000046_dark.jpg,dark,"{'alpha': 0.76, 'beta': -14}"
0000097_08351_d_0000046.jpg,0000097_08351_d_0000046_bright.jpg,bright,"{'alpha': 1.3, 'beta': 70}"
0000097_08351_d_0000046.jpg,0000097_08351_d_0000046_lowcontrast.jpg,lowcontrast,"{'alpha': 0.66, 'mean': np.float64(104.52)}"
0000097_08351_d_0000046.jpg,0000097_08351_d_0000046_noise.jpg,noise,{'sigma': 7}
0000097_08483_d_0000047.jpg,0000097_08483_d_0000047_original.jpg,original,{}
0000097_08483_d_0000047.jpg,0000097_08483_d_0000047_blur.jpg,blur,{'kernel_size': 9}
0000097_08483_d_0000047.jpg,0000097_08483_d_0000047_dark.jpg,dark,"{'alpha': 0.72, 'beta': -10}"
0000097_08483_d_0000047.jpg,0000097_08483_d_0000047_bright.jpg,bright,"{'alpha': 1.14, 'beta': 80}"
0000097_08483_d_0000047.jpg,0000097_08483_d_0000047_lowcontrast.jpg,lowcontrast,"{'alpha': 0.6, 'mean': np.float64(104.11)}"
0000097_08483_d_0000047.jpg,0000097_08483_d_0000047_noise.jpg,noise,{'sigma': 9}
0000097_08841_d_0000049.jpg,0000097_08841_d_0000049_original.jpg,original,{}
0000097_08841_d_0000049.jpg,0000097_08841_d_0000049_blur.jpg,blur,{'kernel_size': 13}
0000097_08841_d_0000049.jpg,0000097_08841_d_0000049_dark.jpg,dark,"{'alpha': 0.85, 'beta': -16}"
0000097_08841_d_0000049.jpg,0000097_08841_d_0000049_bright.jpg,bright,"{'alpha': 1.11, 'beta': 35}"
0000097_08841_d_0000049.jpg,0000097_08841_d_0000049_lowcontrast.jpg,lowcontrast,"{'alpha': 0.69, 'mean': np.float64(103.69)}"
0000097_08841_d_0000049.jpg,0000097_08841_d_0000049_noise.jpg,noise,{'sigma': 6}
0000097_09340_d_0000050.jpg,0000097_09340_d_0000050_original.jpg,original,{}
0000097_09340_d_0000050.jpg,0000097_09340_d_0000050_blur.jpg,blur,{'kernel_size': 21}
0000097_09340_d_0000050.jpg,0000097_09340_d_0000050_dark.jpg,dark,"{'alpha': 0.75, 'beta': -14}"
0000097_09340_d_0000050.jpg,0000097_09340_d_0000050_bright.jpg,bright,"{'alpha': 1.39, 'beta': 44}"
0000097_09340_d_0000050.jpg,0000097_09340_d_0000050_lowcontrast.jpg,lowcontrast,"{'alpha': 0.5, 'mean': np.float64(115.44)}"
0000097_09340_d_0000050.jpg,0000097_09340_d_0000050_noise.jpg,noise,{'sigma': 8}
0000097_09823_d_0000051.jpg,0000097_09823_d_0000051_original.jpg,original,{}
0000097_09823_d_0000051.jpg,0000097_09823_d_0000051_blur.jpg,blur,{'kernel_size': 11}
0000097_09823_d_0000051.jpg,0000097_09823_d_0000051_dark.jpg,dark,"{'alpha': 0.81, 'beta': -20}"
0000097_09823_d_0000051.jpg,0000097_09823_d_0000051_bright.jpg,bright,"{'alpha': 1.46, 'beta': 75}"
0000097_09823_d_0000051.jpg,0000097_09823_d_0000051_lowcontrast.jpg,lowcontrast,"{'alpha': 0.61, 'mean': np.float64(113.63)}"
0000097_09823_d_0000051.jpg,0000097_09823_d_0000051_noise.jpg,noise,{'sigma': 6}
0000097_10322_d_0000052.jpg,0000097_10322_d_0000052_original.jpg,original,{}
0000097_10322_d_0000052.jpg,0000097_10322_d_0000052_blur.jpg,blur,{'kernel_size': 19}
0000097_10322_d_0000052.jpg,0000097_10322_d_0000052_dark.jpg,dark,"{'alpha': 0.7, 'beta': -6}"
0000097_10322_d_0000052.jpg,0000097_10322_d_0000052_bright.jpg,bright,"{'alpha': 1.12, 'beta': 35}"
0000097_10322_d_0000052.jpg,0000097_10322_d_0000052_lowcontrast.jpg,lowcontrast,"{'alpha': 0.67, 'mean': np.float64(114.94)}"
0000097_10322_d_0000052.jpg,0000097_10322_d_0000052_noise.jpg,noise,{'sigma': 6}
0000097_11320_d_0000054.jpg,0000097_11320_d_0000054_original.jpg,original,{}
0000097_11320_d_0000054.jpg,0000097_11320_d_0000054_blur.jpg,blur,{'kernel_size': 21}
0000097_11320_d_0000054.jpg,0000097_11320_d_0000054_dark.jpg,dark,"{'alpha': 0.68, 'beta': -6}"
0000097_11320_d_0000054.jpg,0000097_11320_d_0000054_bright.jpg,bright,"{'alpha': 1.37, 'beta': 55}"
0000097_11320_d_0000054.jpg,0000097_11320_d_0000054_lowcontrast.jpg,lowcontrast,"{'alpha': 0.54, 'mean': np.float64(106.73)}"
0000097_11320_d_0000054.jpg,0000097_11320_d_0000054_noise.jpg,noise,{'sigma': 12}
0000097_11819_d_0000055.jpg,0000097_11819_d_0000055_original.jpg,original,{}
0000097_11819_d_0000055.jpg,0000097_11819_d_0000055_blur.jpg,blur,{'kernel_size': 19}
0000097_11819_d_0000055.jpg,0000097_11819_d_0000055_dark.jpg,dark,"{'alpha': 0.86, 'beta': -6}"
0000097_11819_d_0000055.jpg,0000097_11819_d_0000055_bright.jpg,bright,"{'alpha': 1.46, 'beta': 67}"
0000097_11819_d_0000055.jpg,0000097_11819_d_0000055_lowcontrast.jpg,lowcontrast,"{'alpha': 0.64, 'mean': np.float64(109.48)}"
0000097_11819_d_0000055.jpg,0000097_11819_d_0000055_noise.jpg,noise,{'sigma': 12}
0000104_00100_d_0000056.jpg,0000104_00100_d_0000056_original.jpg,original,{}
0000104_00100_d_0000056.jpg,0000104_00100_d_0000056_blur.jpg,blur,{'kernel_size': 15}
0000104_00100_d_0000056.jpg,0000104_00100_d_0000056_dark.jpg,dark,"{'alpha': 0.84, 'beta': -12}"
0000104_00100_d_0000056.jpg,0000104_00100_d_0000056_bright.jpg,bright,"{'alpha': 1.41, 'beta': 53}"
0000104_00100_d_0000056.jpg,0000104_00100_d_0000056_lowcontrast.jpg,lowcontrast,"{'alpha': 0.49, 'mean': np.float64(87.84)}"
0000104_00100_d_0000056.jpg,0000104_00100_d_0000056_noise.jpg,noise,{'sigma': 8}
0000104_00360_d_0000057.jpg,0000104_00360_d_0000057_original.jpg,original,{}
0000104_00360_d_0000057.jpg,0000104_00360_d_0000057_blur.jpg,blur,{'kernel_size': 15}
0000104_00360_d_0000057.jpg,0000104_00360_d_0000057_dark.jpg,dark,"{'alpha': 0.76, 'beta': -11}"
0000104_00360_d_0000057.jpg,0000104_00360_d_0000057_bright.jpg,bright,"{'alpha': 1.19, 'beta': 41}"
0000104_00360_d_0000057.jpg,0000104_00360_d_0000057_lowcontrast.jpg,lowcontrast,"{'alpha': 0.43, 'mean': np.float64(92.1)}"
0000104_00360_d_0000057.jpg,0000104_00360_d_0000057_noise.jpg,noise,{'sigma': 6}
0000104_01170_d_0000060.jpg,0000104_01170_d_0000060_original.jpg,original,{}
0000104_01170_d_0000060.jpg,0000104_01170_d_0000060_blur.jpg,blur,{'kernel_size': 11}
0000104_01170_d_0000060.jpg,0000104_01170_d_0000060_dark.jpg,dark,"{'alpha': 0.69, 'beta': -8}"
0000104_01170_d_0000060.jpg,0000104_01170_d_0000060_bright.jpg,bright,"{'alpha': 1.38, 'beta': 65}"
0000104_01170_d_0000060.jpg,0000104_01170_d_0000060_lowcontrast.jpg,lowcontrast,"{'alpha': 0.39, 'mean': np.float64(97.61)}"
0000104_01170_d_0000060.jpg,0000104_01170_d_0000060_noise.jpg,noise,{'sigma': 11}
0000104_01968_d_0000063.jpg,0000104_01968_d_0000063_original.jpg,original,{}
0000104_01968_d_0000063.jpg,0000104_01968_d_0000063_blur.jpg,blur,{'kernel_size': 19}
0000104_01968_d_0000063.jpg,0000104_01968_d_0000063_dark.jpg,dark,"{'alpha': 0.73, 'beta': -6}"
0000104_01968_d_0000063.jpg,0000104_01968_d_0000063_bright.jpg,bright,"{'alpha': 1.27, 'beta': 33}"
0000104_01968_d_0000063.jpg,0000104_01968_d_0000063_lowcontrast.jpg,lowcontrast,"{'alpha': 0.63, 'mean': np.float64(88.16)}"
0000104_01968_d_0000063.jpg,0000104_01968_d_0000063_noise.jpg,noise,{'sigma': 11}
0000104_02076_d_0000064.jpg,0000104_02076_d_0000064_original.jpg,original,{}
0000104_02076_d_0000064.jpg,0000104_02076_d_0000064_blur.jpg,blur,{'kernel_size': 7}
0000104_02076_d_0000064.jpg,0000104_02076_d_0000064_dark.jpg,dark,"{'alpha': 0.86, 'beta': -8}"
0000104_02076_d_0000064.jpg,0000104_02076_d_0000064_bright.jpg,bright,"{'alpha': 1.29, 'beta': 80}"
0000104_02076_d_0000064.jpg,0000104_02076_d_0000064_lowcontrast.jpg,lowcontrast,"{'alpha': 0.44, 'mean': np.float64(96.26)}"
0000104_02076_d_0000064.jpg,0000104_02076_d_0000064_noise.jpg,noise,{'sigma': 11}
0000104_02358_d_0000065.jpg,0000104_02358_d_0000065_original.jpg,original,{}
0000104_02358_d_0000065.jpg,0000104_02358_d_0000065_blur.jpg,blur,{'kernel_size': 19}
0000104_02358_d_0000065.jpg,0000104_02358_d_0000065_dark.jpg,dark,"{'alpha': 0.78, 'beta': -13}"
0000104_02358_d_0000065.jpg,0000104_02358_d_0000065_bright.jpg,bright,"{'alpha': 1.3, 'beta': 37}"
0000104_02358_d_0000065.jpg,0000104_02358_d_0000065_lowcontrast.jpg,lowcontrast,"{'alpha': 0.47, 'mean': np.float64(86.13)}"
0000104_02358_d_0000065.jpg,0000104_02358_d_0000065_noise.jpg,noise,{'sigma': 5}
0000104_02778_d_0000066.jpg,0000104_02778_d_0000066_original.jpg,original,{}
0000104_02778_d_0000066.jpg,0000104_02778_d_0000066_blur.jpg,blur,{'kernel_size': 19}
0000104_02778_d_0000066.jpg,0000104_02778_d_0000066_dark.jpg,dark,"{'alpha': 0.73, 'beta': -8}"
0000104_02778_d_0000066.jpg,0000104_02778_d_0000066_bright.jpg,bright,"{'alpha': 1.39, 'beta': 73}"
0000104_02778_d_0000066.jpg,0000104_02778_d_0000066_lowcontrast.jpg,lowcontrast,"{'alpha': 0.49, 'mean': np.float64(89.31)}"
0000104_02778_d_0000066.jpg,0000104_02778_d_0000066_noise.jpg,noise,{'sigma': 7}
0000104_03024_d_0000067.jpg,0000104_03024_d_0000067_original.jpg,original,{}
0000104_03024_d_0000067.jpg,0000104_03024_d_0000067_blur.jpg,blur,{'kernel_size': 7}
0000104_03024_d_0000067.jpg,0000104_03024_d_0000067_dark.jpg,dark,"{'alpha': 0.88, 'beta': -20}"
0000104_03024_d_0000067.jpg,0000104_03024_d_0000067_bright.jpg,bright,"{'alpha': 1.13, 'beta': 47}"
0000104_03024_d_0000067.jpg,0000104_03024_d_0000067_lowcontrast.jpg,lowcontrast,"{'alpha': 0.35, 'mean': np.float64(82.74)}"
0000104_03024_d_0000067.jpg,0000104_03024_d_0000067_noise.jpg,noise,{'sigma': 12}
0000104_03451_d_0000068.jpg,0000104_03451_d_0000068_original.jpg,original,{}
0000104_03451_d_0000068.jpg,0000104_03451_d_0000068_blur.jpg,blur,{'kernel_size': 11}
0000104_03451_d_0000068.jpg,0000104_03451_d_0000068_dark.jpg,dark,"{'alpha': 0.66, 'beta': -8}"
0000104_03451_d_0000068.jpg,0000104_03451_d_0000068_bright.jpg,bright,"{'alpha': 1.23, 'beta': 49}"
0000104_03451_d_0000068.jpg,0000104_03451_d_0000068_lowcontrast.jpg,lowcontrast,"{'alpha': 0.43, 'mean': np.float64(87.09)}"
0000104_03451_d_0000068.jpg,0000104_03451_d_0000068_noise.jpg,noise,{'sigma': 11}
0000119_00050_d_0000078.jpg,0000119_00050_d_0000078_original.jpg,original,{}
0000119_00050_d_0000078.jpg,0000119_00050_d_0000078_blur.jpg,blur,{'kernel_size': 15}
0000119_00050_d_0000078.jpg,0000119_00050_d_0000078_dark.jpg,dark,"{'alpha': 0.84, 'beta': -7}"
0000119_00050_d_0000078.jpg,0000119_00050_d_0000078_bright.jpg,bright,"{'alpha': 1.2, 'beta': 25}"
0000119_00050_d_0000078.jpg,0000119_00050_d_0000078_lowcontrast.jpg,lowcontrast,"{'alpha': 0.49, 'mean': np.float64(38.25)}"
0000119_00050_d_0000078.jpg,0000119_00050_d_0000078_noise.jpg,noise,{'sigma': 5}
0000119_01199_d_0000081.jpg,0000119_01199_d_0000081_original.jpg,original,{}
0000119_01199_d_0000081.jpg,0000119_01199_d_0000081_blur.jpg,blur,{'kernel_size': 17}
0000119_01199_d_0000081.jpg,0000119_01199_d_0000081_dark.jpg,dark,"{'alpha': 0.71, 'beta': -18}"
0000119_01199_d_0000081.jpg,0000119_01199_d_0000081_bright.jpg,bright,"{'alpha': 1.41, 'beta': 61}"
0000119_01199_d_0000081.jpg,0000119_01199_d_0000081_lowcontrast.jpg,lowcontrast,"{'alpha': 0.32, 'mean': np.float64(58.4)}"
0000119_01199_d_0000081.jpg,0000119_01199_d_0000081_noise.jpg,noise,{'sigma': 5}
0000119_01590_d_0000082.jpg,0000119_01590_d_0000082_original.jpg,original,{}
0000119_01590_d_0000082.jpg,0000119_01590_d_0000082_blur.jpg,blur,{'kernel_size': 13}
0000119_01590_d_0000082.jpg,0000119_01590_d_0000082_dark.jpg,dark,"{'alpha': 0.7, 'beta': -20}"
0000119_01590_d_0000082.jpg,0000119_01590_d_0000082_bright.jpg,bright,"{'alpha': 1.35, 'beta': 35}"
0000119_01590_d_0000082.jpg,0000119_01590_d_0000082_lowcontrast.jpg,lowcontrast,"{'alpha': 0.35, 'mean': np.float64(65.85)}"
0000119_01590_d_0000082.jpg,0000119_01590_d_0000082_noise.jpg,noise,{'sigma': 6}
