filename,original_filename,degradation_type,width,height,blur_score,brightness,contrast,quality_issues,quality_status,cnn_predicted_degradation_type,cnn_prediction_confidence,cnn_prediction_correct
0000233_00945_d_0000006_lowcontrast.jpg,0000233_00945_d_0000006.jpg,lowcontrast,960,540,1565.45,112.41,36.55,none,usable,dark,0.8449051,False
0000233_02250_d_0000007_noise.jpg,0000233_02250_d_0000007.jpg,noise,960,540,3086.88,115.32,55.88,none,usable,original,0.42648193,False
0000233_02350_d_0000008_noise.jpg,0000233_02350_d_0000008.jpg,noise,960,540,3624.29,118.55,61.3,none,usable,original,0.5479573,False
0000233_02450_d_0000009_bright.jpg,0000233_02450_d_0000009.jpg,bright,960,540,3004.29,168.22,66.24,none,usable,original,0.43053034,False
0000233_02450_d_0000009_noise.jpg,0000233_02450_d_0000009.jpg,noise,960,540,2782.12,116.31,58.27,none,usable,original,0.4325235,False
0000233_02550_d_0000010_noise.jpg,0000233_02550_d_0000010.jpg,noise,960,540,3030.78,114.57,57.25,none,usable,original,0.40066692,False
0000233_02650_d_0000011_noise.jpg,0000233_02650_d_0000011.jpg,noise,960,540,4171.99,114.87,57.91,none,usable,original,0.5115852,False
0000233_02950_d_0000014_lowcontrast.jpg,0000233_02950_d_0000014.jpg,lowcontrast,960,540,1570.84,111.73,35.91,none,usable,dark,0.5461327,False
0000255_00000_d_0000001_original.jpg,0000255_00000_d_0000001.jpg,original,960,540,2596.31,113.75,50.94,none,usable,noise,0.4730489,False
0000255_00300_d_0000002_noise.jpg,0000255_00300_d_0000002.jpg,noise,960,540,2425.46,119.14,47.96,none,usable,original,0.47875756,False
0000255_00600_d_0000003_noise.jpg,0000255_00600_d_0000003.jpg,noise,960,540,3074.99,115.35,50.06,none,usable,original,0.47545308,False
0000255_01200_d_0000005_noise.jpg,0000255_01200_d_0000005.jpg,noise,960,540,3573.31,111.63,52.48,none,usable,original,0.44491777,False
0000255_01800_d_0000007_noise.jpg,0000255_01800_d_0000007.jpg,noise,960,540,2653.32,114.56,46.89,none,usable,dark,0.3800523,False
0000262_00500_d_0000002_noise.jpg,0000262_00500_d_0000002.jpg,noise,1360,765,1585.41,160.15,36.18,none,usable,original,0.44901305,False
0000262_04500_d_0000010_blur.jpg,0000262_04500_d_0000010.jpg,blur,1360,765,7.83,150.82,28.96,"blurry, low_contrast",not_usable,lowcontrast,0.8069372,False
0000274_00000_d_0000001_noise.jpg,0000274_00000_d_0000001.jpg,noise,1360,765,3093.73,130.44,68.14,none,usable,original,0.51342773,False
0000274_02500_d_0000006_noise.jpg,0000274_02500_d_0000006.jpg,noise,1360,765,2317.01,111.76,56.38,none,usable,original,0.57342124,False
0000274_03000_d_0000007_noise.jpg,0000274_03000_d_0000007.jpg,noise,1360,765,2369.76,96.4,51.33,none,usable,original,0.465861,False
0000274_04000_d_0000009_noise.jpg,0000274_04000_d_0000009.jpg,noise,1360,765,3276.52,110.83,54.88,none,usable,original,0.49297765,False
0000274_05000_d_0000011_noise.jpg,0000274_05000_d_0000011.jpg,noise,1360,765,2041.69,136.09,53.71,none,usable,original,0.5664914,False
0000274_05500_d_0000012_blur.jpg,0000274_05500_d_0000012.jpg,blur,1360,765,6.28,95.38,32.58,"blurry, low_contrast",not_usable,lowcontrast,0.7591836,False
0000274_05500_d_0000012_noise.jpg,0000274_05500_d_0000012.jpg,noise,1360,765,4085.29,95.39,48.0,none,usable,original,0.45375752,False
0000292_00000_d_0000001_original.jpg,0000292_00000_d_0000001.jpg,original,1360,765,1740.15,118.52,50.72,none,usable,noise,0.48842356,False
0000292_01500_d_0000004_lowcontrast.jpg,0000292_01500_d_0000004.jpg,lowcontrast,1360,765,562.87,113.64,39.82,none,usable,dark,0.78371793,False
0000292_04000_d_0000009_lowcontrast.jpg,0000292_04000_d_0000009.jpg,lowcontrast,1360,765,491.68,112.18,32.04,low_contrast,not_usable,dark,0.678017,False
0000292_04000_d_0000009_noise.jpg,0000292_04000_d_0000009.jpg,noise,1360,765,2061.44,112.06,51.08,none,usable,original,0.48394746,False
0000292_05500_d_0000012_blur.jpg,0000292_05500_d_0000012.jpg,blur,1360,765,24.48,111.61,43.33,blurry,not_usable,dark,0.57711875,False
0000292_05500_d_0000012_noise.jpg,0000292_05500_d_0000012.jpg,noise,1360,765,1848.76,111.61,46.92,none,usable,dark,0.829421,False
0000292_05500_d_0000012_original.jpg,0000292_05500_d_0000012.jpg,original,1360,765,1354.55,111.62,46.67,none,usable,dark,0.7712287,False
0000311_00500_d_0000132_lowcontrast.jpg,0000311_00500_d_0000132.jpg,lowcontrast,1360,765,503.1,97.71,28.39,low_contrast,not_usable,dark,0.69641,False
0000311_00500_d_0000132_noise.jpg,0000311_00500_d_0000132.jpg,noise,1360,765,1714.69,98.3,46.64,none,usable,original,0.489444,False
0000311_01000_d_0000133_blur.jpg,0000311_01000_d_0000133.jpg,blur,1360,765,28.62,118.52,40.17,blurry,not_usable,original,0.61882156,False
0000311_02000_d_0000135_original.jpg,0000311_02000_d_0000135.jpg,original,1360,765,613.02,108.39,41.12,none,usable,noise,0.51925826,False
0000311_02500_d_0000136_blur.jpg,0000311_02500_d_0000136.jpg,blur,1360,765,23.23,112.68,34.33,"blurry, low_contrast",not_usable,original,0.55684793,False
0000311_02500_d_0000136_original.jpg,0000311_02500_d_0000136.jpg,original,1360,765,1077.65,112.68,38.02,none,usable,noise,0.43878022,False
0000311_05000_d_0000141_original.jpg,0000311_05000_d_0000141.jpg,original,1360,765,979.76,107.85,42.96,none,usable,noise,0.5486648,False
0000319_00000_d_0000147_blur.jpg,0000319_00000_d_0000147.jpg,blur,1360,765,19.7,112.16,35.34,blurry,not_usable,original,0.4927212,False
0000319_01000_d_0000148_noise.jpg,0000319_01000_d_0000148.jpg,noise,1360,765,2063.11,117.42,39.08,none,usable,dark,0.42078993,False
0000319_02500_d_0000151_original.jpg,0000319_02500_d_0000151.jpg,original,1360,765,626.45,113.33,38.89,none,usable,noise,0.46224138,False
0000319_03000_d_0000152_noise.jpg,0000319_03000_d_0000152.jpg,noise,1360,765,1332.35,119.43,46.76,none,usable,original,0.49556258,False
0000319_03500_d_0000153_noise.jpg,0000319_03500_d_0000153.jpg,noise,1360,765,811.99,139.75,52.71,none,usable,original,0.6438851,False
0000319_04500_d_0000155_noise.jpg,0000319_04500_d_0000155.jpg,noise,1360,765,1652.41,124.52,43.53,none,usable,original,0.49898866,False
0000319_04999_d_0000156_noise.jpg,0000319_04999_d_0000156.jpg,noise,1360,765,985.09,128.02,44.78,none,usable,original,0.5280779,False
0000324_00000_d_0000157_blur.jpg,0000324_00000_d_0000157.jpg,blur,1360,765,22.04,109.68,42.51,blurry,not_usable,original,0.4428137,False
0000324_00000_d_0000157_lowcontrast.jpg,0000324_00000_d_0000157.jpg,lowcontrast,1360,765,567.7,108.73,31.39,low_contrast,not_usable,dark,0.9188728,False
0000324_00500_d_0000158_lowcontrast.jpg,0000324_00500_d_0000158.jpg,lowcontrast,1360,765,237.13,94.64,22.91,low_contrast,not_usable,dark,0.58087134,False
0000324_00500_d_0000158_noise.jpg,0000324_00500_d_0000158.jpg,noise,1360,765,1410.6,95.5,43.6,none,usable,dark,0.62346965,False
0000324_00500_d_0000158_original.jpg,0000324_00500_d_0000158.jpg,original,1360,765,777.3,95.5,43.27,none,usable,dark,0.56927323,False
0000332_00450_d_0000027_original.jpg,0000332_00450_d_0000027.jpg,original,1360,765,766.15,124.98,36.01,none,usable,noise,0.54594296,False
0000332_00600_d_0000028_blur.jpg,0000332_00600_d_0000028.jpg,blur,1360,765,5.9,120.48,31.06,"blurry, low_contrast",not_usable,lowcontrast,0.62409294,False
0000332_00600_d_0000028_original.jpg,0000332_00600_d_0000028.jpg,original,1360,765,789.09,120.48,34.42,low_contrast,not_usable,dark,0.40391034,False
0000332_00750_d_0000029_original.jpg,0000332_00750_d_0000029.jpg,original,1360,765,1011.72,118.71,39.07,none,usable,noise,0.47224292,False
0000332_01624_d_0000032_original.jpg,0000332_01624_d_0000032.jpg,original,1360,765,727.17,119.48,36.29,none,usable,noise,0.45817912,False
0000332_02382_d_0000034_original.jpg,0000332_02382_d_0000034.jpg,original,1360,765,743.27,113.05,37.57,none,usable,noise,0.5559585,False
0000340_00000_d_0000163_noise.jpg,0000340_00000_d_0000163.jpg,noise,1360,765,1172.77,118.75,43.37,none,usable,original,0.50683564,False
0000340_01000_d_0000165_noise.jpg,0000340_01000_d_0000165.jpg,noise,1360,765,1849.37,118.21,50.16,none,usable,original,0.50233686,False
0000340_01500_d_0000166_noise.jpg,0000340_01500_d_0000166.jpg,noise,1360,765,1452.47,120.96,44.52,none,usable,original,0.5182843,False
0000340_03500_d_0000170_noise.jpg,0000340_03500_d_0000170.jpg,noise,1360,765,485.73,120.68,45.5,none,usable,original,0.54162645,False
0000350_00000_d_0000172_noise.jpg,0000350_00000_d_0000172.jpg,noise,1360,765,1550.38,94.84,45.96,none,usable,dark,0.44374716,False
0000350_00000_d_0000172_original.jpg,0000350_00000_d_0000172.jpg,original,1360,765,1062.32,94.83,45.75,none,usable,dark,0.38080603,False
0000350_00500_d_0000173_noise.jpg,0000350_00500_d_0000173.jpg,noise,1360,765,1538.27,133.32,46.51,none,usable,original,0.50932294,False
0000350_01500_d_0000175_original.jpg,0000350_01500_d_0000175.jpg,original,1360,765,846.07,115.46,36.14,none,usable,noise,0.4847744,False
0000350_02500_d_0000177_noise.jpg,0000350_02500_d_0000177.jpg,noise,1360,765,1262.96,108.07,44.57,none,usable,dark,0.45014918,False
0000350_02500_d_0000177_original.jpg,0000350_02500_d_0000177.jpg,original,1360,765,1039.58,108.07,44.44,none,usable,dark,0.42873752,False
0000350_03000_d_0000178_noise.jpg,0000350_03000_d_0000178.jpg,noise,1360,765,1149.82,126.72,46.62,none,usable,original,0.54733026,False
0000350_03500_d_0000179_noise.jpg,0000350_03500_d_0000179.jpg,noise,1360,765,2048.09,134.55,44.86,none,usable,original,0.5059364,False
0000350_04000_d_0000180_noise.jpg,0000350_04000_d_0000180.jpg,noise,1360,765,2146.96,146.39,44.13,none,usable,original,0.49636903,False
0000350_04500_d_0000181_noise.jpg,0000350_04500_d_0000181.jpg,noise,1360,765,783.55,119.05,44.89,none,usable,original,0.5238695,False
0000350_06000_d_0000184_noise.jpg,0000350_06000_d_0000184.jpg,noise,1360,765,1639.61,112.87,44.65,none,usable,original,0.44234595,False
0000350_06500_d_0000185_noise.jpg,0000350_06500_d_0000185.jpg,noise,1360,765,1373.02,125.52,47.76,none,usable,original,0.47253895,False
0000354_00000_d_0000201_noise.jpg,0000354_00000_d_0000201.jpg,noise,960,540,3829.15,114.07,50.29,none,usable,original,0.41861877,False
0000354_01000_d_0000203_original.jpg,0000354_01000_d_0000203.jpg,original,960,540,2340.49,120.5,46.69,none,usable,noise,0.494142,False
0000362_02500_d_0000217_noise.jpg,0000362_02500_d_0000217.jpg,noise,1360,765,1517.02,166.0,41.82,none,usable,original,0.47587362,False
0000362_03500_d_0000219_noise.jpg,0000362_03500_d_0000219.jpg,noise,1360,765,1463.34,162.91,41.86,none,usable,original,0.49087098,False
0000362_04949_d_0000222_noise.jpg,0000362_04949_d_0000222.jpg,noise,1360,765,2112.36,164.57,42.24,none,usable,original,0.35287637,False
0000362_04949_d_0000222_original.jpg,0000362_04949_d_0000222.jpg,original,1360,765,811.57,164.66,41.64,none,usable,bright,0.40600947,False
0000367_00500_d_0000228_blur.jpg,0000367_00500_d_0000228.jpg,blur,1360,765,1.77,147.01,20.47,"blurry, low_contrast",not_usable,lowcontrast,0.9572166,False
0000367_00500_d_0000228_dark.jpg,0000367_00500_d_0000228.jpg,dark,1360,765,65.02,105.8,18.37,"blurry, low_contrast",not_usable,lowcontrast,0.74224013,False
0000367_00500_d_0000228_noise.jpg,0000367_00500_d_0000228.jpg,noise,1360,765,1436.49,147.01,23.2,low_contrast,not_usable,lowcontrast,0.9451816,False
0000367_00500_d_0000228_original.jpg,0000367_00500_d_0000228.jpg,original,1360,765,91.93,147.0,21.76,"blurry, low_contrast",not_usable,lowcontrast,0.8352774,False
0000367_01000_d_0000229_dark.jpg,0000367_01000_d_0000229.jpg,dark,1360,765,92.81,114.25,23.57,"blurry, low_contrast",not_usable,lowcontrast,0.96537894,False
0000367_01500_d_0000230_dark.jpg,0000367_01500_d_0000230.jpg,dark,1360,765,182.52,93.25,26.93,low_contrast,not_usable,lowcontrast,0.78781223,False
0000367_02000_d_0000231_dark.jpg,0000367_02000_d_0000231.jpg,dark,1360,765,204.15,97.68,28.12,low_contrast,not_usable,lowcontrast,0.8570892,False
0000367_02000_d_0000231_noise.jpg,0000367_02000_d_0000231.jpg,noise,1360,765,1159.11,151.51,38.93,none,usable,lowcontrast,0.43371245,False
0000367_02000_d_0000231_original.jpg,0000367_02000_d_0000231.jpg,original,1360,765,368.17,151.51,38.46,none,usable,lowcontrast,0.47242856,False
0000367_02500_d_0000232_blur.jpg,0000367_02500_d_0000232.jpg,blur,1360,765,2.83,145.87,28.7,"blurry, low_contrast",not_usable,lowcontrast,0.93448883,False
0000367_02500_d_0000232_dark.jpg,0000367_02500_d_0000232.jpg,dark,1360,765,186.09,91.93,21.01,low_contrast,not_usable,lowcontrast,0.9302815,False
0000367_02500_d_0000232_noise.jpg,0000367_02500_d_0000232.jpg,noise,1360,765,721.11,145.87,29.77,low_contrast,not_usable,lowcontrast,0.95479864,False
0000367_02500_d_0000232_original.jpg,0000367_02500_d_0000232.jpg,original,1360,765,361.7,145.87,29.47,low_contrast,not_usable,lowcontrast,0.9577856,False
0000367_03000_d_0000233_blur.jpg,0000367_03000_d_0000233.jpg,blur,1360,765,2.75,157.92,33.73,"blurry, low_contrast",not_usable,lowcontrast,0.82185596,False
0000367_03000_d_0000233_dark.jpg,0000367_03000_d_0000233.jpg,dark,1360,765,274.39,109.99,27.77,low_contrast,not_usable,lowcontrast,0.7763734,False
0000367_03000_d_0000233_noise.jpg,0000367_03000_d_0000233.jpg,noise,1360,765,1389.18,157.92,35.46,none,usable,lowcontrast,0.82980007,False
0000367_03000_d_0000233_original.jpg,0000367_03000_d_0000233.jpg,original,1360,765,426.12,157.92,34.81,low_contrast,not_usable,lowcontrast,0.8986552,False
0000367_03500_d_0000234_blur.jpg,0000367_03500_d_0000234.jpg,blur,1360,765,4.88,146.82,31.38,"blurry, low_contrast",not_usable,lowcontrast,0.820843,False
0000367_03500_d_0000234_noise.jpg,0000367_03500_d_0000234.jpg,noise,1360,765,1064.58,146.82,32.63,low_contrast,not_usable,lowcontrast,0.8015871,False
0000367_03500_d_0000234_original.jpg,0000367_03500_d_0000234.jpg,original,1360,765,273.46,146.81,32.06,low_contrast,not_usable,lowcontrast,0.80948037,False
0000367_05511_d_0000235_blur.jpg,0000367_05511_d_0000235.jpg,blur,1360,765,2.34,138.41,19.16,"blurry, low_contrast",not_usable,lowcontrast,0.978964,False
0000367_05511_d_0000235_dark.jpg,0000367_05511_d_0000235.jpg,dark,1360,765,158.04,109.42,17.42,low_contrast,not_usable,lowcontrast,0.84935784,False
0000367_05511_d_0000235_noise.jpg,0000367_05511_d_0000235.jpg,noise,1360,765,1021.64,138.37,21.6,low_contrast,not_usable,lowcontrast,0.96911824,False
0000367_05511_d_0000235_original.jpg,0000367_05511_d_0000235.jpg,original,1360,765,226.77,138.41,20.69,low_contrast,not_usable,lowcontrast,0.919571,False
0000368_00100_d_0000236_dark.jpg,0000368_00100_d_0000236.jpg,dark,1360,765,158.34,101.77,31.61,low_contrast,not_usable,lowcontrast,0.54255044,False
0000368_00600_d_0000237_dark.jpg,0000368_00600_d_0000237.jpg,dark,1360,765,254.37,106.08,35.45,none,usable,lowcontrast,0.7570235,False
0000368_01200_d_0000238_dark.jpg,0000368_01200_d_0000238.jpg,dark,1360,765,425.29,131.72,32.87,low_contrast,not_usable,lowcontrast,0.88874686,False
0000368_01200_d_0000238_original.jpg,0000368_01200_d_0000238.jpg,original,1360,765,529.53,165.29,36.77,none,usable,bright,0.41438517,False
0000368_02200_d_0000240_dark.jpg,0000368_02200_d_0000240.jpg,dark,1360,765,410.32,97.89,32.11,low_contrast,not_usable,lowcontrast,0.5979311,False
9999936_00000_d_0000001_noise.jpg,9999936_00000_d_0000001.jpg,noise,1916,1078,2294.71,161.89,53.54,none,usable,original,0.49003515,False
9999936_00000_d_0000002_noise.jpg,9999936_00000_d_0000002.jpg,noise,1916,1078,2793.83,171.84,51.94,none,usable,original,0.48337686,False
9999936_00000_d_0000003_noise.jpg,9999936_00000_d_0000003.jpg,noise,1916,1078,2694.97,166.75,52.95,none,usable,original,0.43273395,False
9999936_00000_d_0000005_noise.jpg,9999936_00000_d_0000005.jpg,noise,1916,1078,2448.32,165.13,59.78,none,usable,original,0.5473733,False
9999936_00000_d_0000006_noise.jpg,9999936_00000_d_0000006.jpg,noise,1916,1078,2916.61,160.77,61.84,none,usable,original,0.5572145,False
9999936_00000_d_0000007_noise.jpg,9999936_00000_d_0000007.jpg,noise,1916,1078,2731.9,155.49,61.73,none,usable,original,0.5443524,False
9999936_00000_d_0000008_noise.jpg,9999936_00000_d_0000008.jpg,noise,1916,1078,3289.86,151.42,63.6,none,usable,original,0.5014646,False
9999936_00000_d_0000009_noise.jpg,9999936_00000_d_0000009.jpg,noise,1916,1078,4004.13,151.32,59.08,none,usable,original,0.51804024,False
9999936_00000_d_0000010_noise.jpg,9999936_00000_d_0000010.jpg,noise,1916,1078,3273.68,149.56,66.33,none,usable,original,0.5791158,False
9999936_00000_d_0000011_noise.jpg,9999936_00000_d_0000011.jpg,noise,1916,1078,4003.15,142.9,68.21,none,usable,original,0.52041066,False
9999936_00000_d_0000012_noise.jpg,9999936_00000_d_0000012.jpg,noise,1916,1078,3008.18,156.32,56.33,none,usable,original,0.49500626,False
9999936_00000_d_0000013_noise.jpg,9999936_00000_d_0000013.jpg,noise,1916,1078,3877.8,155.0,65.16,none,usable,original,0.51426804,False
9999936_00000_d_0000014_blur.jpg,9999936_00000_d_0000014.jpg,blur,1916,1078,35.99,149.57,57.79,blurry,not_usable,original,0.39888367,False
9999936_00000_d_0000014_noise.jpg,9999936_00000_d_0000014.jpg,noise,1916,1078,4726.81,149.34,62.34,none,usable,original,0.46573415,False
9999936_00000_d_0000015_noise.jpg,9999936_00000_d_0000015.jpg,noise,1916,1078,2934.82,156.26,62.1,none,usable,original,0.58219135,False
9999936_00000_d_0000016_original.jpg,9999936_00000_d_0000016.jpg,original,1916,1078,2156.74,163.62,52.81,none,usable,noise,0.45491713,False
9999936_00000_d_0000017_noise.jpg,9999936_00000_d_0000017.jpg,noise,1916,1078,2768.83,158.42,56.67,none,usable,original,0.572655,False
9999936_00000_d_0000018_noise.jpg,9999936_00000_d_0000018.jpg,noise,1916,1078,2330.72,163.85,55.41,none,usable,original,0.5393218,False
9999936_00000_d_0000019_noise.jpg,9999936_00000_d_0000019.jpg,noise,1916,1078,2282.17,174.64,47.9,none,usable,bright,0.5324455,False
9999936_00000_d_0000019_original.jpg,9999936_00000_d_0000019.jpg,original,1916,1078,1533.5,174.83,47.81,none,usable,bright,0.60608083,False
9999936_00000_d_0000020_noise.jpg,9999936_00000_d_0000020.jpg,noise,1916,1078,2251.4,163.63,47.03,none,usable,original,0.52535903,False
9999936_00000_d_0000021_noise.jpg,9999936_00000_d_0000021.jpg,noise,1916,1078,2075.66,160.8,53.67,none,usable,original,0.5855866,False
9999936_00000_d_0000022_noise.jpg,9999936_00000_d_0000022.jpg,noise,1916,1078,2901.12,163.14,56.86,none,usable,original,0.49748635,False
9999936_00000_d_0000023_original.jpg,9999936_00000_d_0000023.jpg,original,1916,1078,2329.41,170.02,53.66,none,usable,noise,0.41992533,False
9999936_00000_d_0000024_noise.jpg,9999936_00000_d_0000024.jpg,noise,1916,1078,2405.78,174.77,53.46,none,usable,original,0.5100154,False
9999936_00000_d_0000025_noise.jpg,9999936_00000_d_0000025.jpg,noise,1916,1078,1926.33,173.18,61.44,none,usable,original,0.5869541,False
9999936_00000_d_0000026_noise.jpg,9999936_00000_d_0000026.jpg,noise,1916,1078,2717.36,178.47,57.72,none,usable,original,0.48254868,False
9999936_00000_d_0000027_noise.jpg,9999936_00000_d_0000027.jpg,noise,1916,1078,2512.13,169.23,57.59,none,usable,original,0.60499674,False
9999936_00000_d_0000028_noise.jpg,9999936_00000_d_0000028.jpg,noise,1916,1078,1468.28,173.73,59.03,none,usable,original,0.60867953,False
9999936_00000_d_0000029_noise.jpg,9999936_00000_d_0000029.jpg,noise,1916,1078,2885.41,158.26,64.8,none,usable,original,0.62231183,False
9999936_00000_d_0000030_noise.jpg,9999936_00000_d_0000030.jpg,noise,1916,1078,2162.5,166.67,53.56,none,usable,original,0.631086,False
9999936_00000_d_0000030_original.jpg,9999936_00000_d_0000030.jpg,original,1916,1078,882.35,166.86,53.28,none,usable,blur,0.71177703,False
9999936_00000_d_0000031_noise.jpg,9999936_00000_d_0000031.jpg,noise,1916,1078,1762.21,164.34,52.46,none,usable,original,0.569332,False
9999936_00000_d_0000032_noise.jpg,9999936_00000_d_0000032.jpg,noise,1916,1078,2225.8,153.24,64.88,none,usable,original,0.58043474,False
9999936_00000_d_0000033_noise.jpg,9999936_00000_d_0000033.jpg,noise,1916,1078,2115.88,170.67,48.06,none,usable,original,0.49972764,False
9999936_00000_d_0000034_noise.jpg,9999936_00000_d_0000034.jpg,noise,1916,1078,2218.82,167.78,50.99,none,usable,original,0.53506476,False
9999936_00000_d_0000035_noise.jpg,9999936_00000_d_0000035.jpg,noise,1916,1078,1632.69,170.4,50.68,none,usable,original,0.5788793,False
9999936_00000_d_0000036_noise.jpg,9999936_00000_d_0000036.jpg,noise,1916,1078,1566.7,171.2,61.2,none,usable,original,0.6148286,False
9999936_00000_d_0000037_noise.jpg,9999936_00000_d_0000037.jpg,noise,1916,1078,1871.86,165.5,57.76,none,usable,original,0.64164805,False
9999936_00000_d_0000038_noise.jpg,9999936_00000_d_0000038.jpg,noise,1916,1078,1853.96,171.82,59.96,none,usable,original,0.53898704,False
9999936_00000_d_0000039_noise.jpg,9999936_00000_d_0000039.jpg,noise,1916,1078,1796.16,170.28,54.46,none,usable,original,0.56797695,False
9999936_00000_d_0000040_noise.jpg,9999936_00000_d_0000040.jpg,noise,1916,1078,1932.56,147.97,62.91,none,usable,original,0.63349146,False
9999936_00000_d_0000041_noise.jpg,9999936_00000_d_0000041.jpg,noise,1916,1078,2941.21,165.48,57.61,none,usable,original,0.5239273,False
9999936_00000_d_0000042_noise.jpg,9999936_00000_d_0000042.jpg,noise,1916,1078,1541.61,177.5,54.85,none,usable,original,0.61314774,False
9999936_00000_d_0000043_noise.jpg,9999936_00000_d_0000043.jpg,noise,1916,1078,2566.3,170.02,55.25,none,usable,original,0.45594752,False
9999936_00000_d_0000044_noise.jpg,9999936_00000_d_0000044.jpg,noise,1916,1078,2630.08,164.63,63.21,none,usable,original,0.5052812,False
9999936_00000_d_0000046_noise.jpg,9999936_00000_d_0000046.jpg,noise,1916,1078,2683.33,180.8,43.46,none,usable,bright,0.7844494,False
9999936_00000_d_0000046_original.jpg,9999936_00000_d_0000046.jpg,original,1916,1078,1602.39,180.98,43.14,none,usable,bright,0.848244,False
9999936_00000_d_0000047_dark.jpg,9999936_00000_d_0000047.jpg,dark,1916,1078,1455.74,152.57,42.55,none,usable,original,0.44785047,False
9999936_00000_d_0000047_noise.jpg,9999936_00000_d_0000047.jpg,noise,1916,1078,2885.28,178.59,47.72,none,usable,original,0.51868075,False
9999936_00000_d_0000048_noise.jpg,9999936_00000_d_0000048.jpg,noise,1916,1078,3298.44,166.18,59.38,none,usable,original,0.50353795,False
9999936_00000_d_0000049_noise.jpg,9999936_00000_d_0000049.jpg,noise,1916,1078,2320.31,166.83,55.19,none,usable,original,0.5867509,False
9999936_00000_d_0000050_noise.jpg,9999936_00000_d_0000050.jpg,noise,1916,1078,2133.78,164.11,49.0,none,usable,original,0.5542442,False
